k1_wang,k2_wang,kx,ky,zero_field_energy_meV,target_weight_raw,target_weight,target_probability,target_relative,active_weight,common_weight
0.825,0.0,0.04416444965504375,0.0,21.256533966910872,0.0001679247175125881,0.00018554950424471588,0.0005502270354425856,0.692550092512715,0.0003326855302641882,0.000610190360298067
0.85,0.0,0.0455027663112572,0.0,22.03117927966751,0.0001399386696065244,0.00016579667820920267,0.0004916521610155468,0.618824099258428,0.0003086118491092771,0.0006076496193104716
0.875,0.0,0.04684108296747065,0.0,22.793984607037316,0.00011690006961649515,0.00014747300160731158,0.00043731527503944567,0.5504323028078365,0.0002899177099522634,0.000611388490489867
0.9,0.0,0.048179399623684095,0.0,23.503964656883866,0.00010326578464763043,0.0001330825878496886,0.0003946420556585613,0.4967211251913549,0.00027893665868408473,0.0006189242116674852
0.925,0.0,0.049517716279897546,0.0,24.11773697044109,9.89586301676402e-5,0.000123142590560673,0.0003651660661488877,0.45962080487465473,0.00027500041642565065,0.0006260987475274792
0.95,0.0,0.05085603293611099,0.0,24.593566265966786,0.00010074547626378821,0.0001168468179922573,0.000346496631863731,0.4361222895191793,0.00027601241567993856,0.0006303640560086758
0.975,0.0,0.052194349592324434,0.0,24.89595583180725,0.00010565354472963362,0.00011344161660084662,0.00033639887453310626,0.42341262183105854,0.00027800593631258227,0.0006317561865182585
0.0,0.025,-0.0006691583281067236,0.0011590162225886902,24.89519931404051,0.0001029182356241724,0.0001131674677209111,0.00033558591560825843,0.4223893809825613,0.0002715790010738222,0.0006287520369231436
0.025,0.025,0.0006691583281067236,0.0011590162225886902,24.895955830849346,0.00011153530865911088,0.00011344161660084662,0.00033639887453310626,0.42341262183105854,0.0002776437737877479,0.0006288859416250092
0.05,0.025,0.002007474984320171,0.0011590162225886902,24.70328887728359,0.00012132340191562137,0.00011459013748120551,0.00033980468928705097,0.4276993928746302,0.0002877526891653574,0.0006280839603600709
0.075,0.025,0.0033457916405336173,0.0011590162225886902,24.333531608519607,0.0001321156429452878,0.00011640507159133077,0.0003451866805728956,0.43447350305610505,0.00032127099843434417,0.0006269733470701019
0.1,0.025,0.0046841082967470655,0.0011590162225886902,23.820790501097,0.0001435251099045516,0.00012006520668765954,0.0003560404163000267,0.4481346923429727,0.00034161072947502715,0.0006260175517973525
0.125,0.025,0.006022424952960512,0.0011590162225886902,23.212359087465863,0.00015503271964292133,0.00012733730661123485,0.0003776050440185351,0.47527727887444393,0.00035085501570320573,0.0006253971368219478
0.15,0.025,0.007360741609173958,0.0011590162225886902,22.561616433059612,0.0001661726399831444,0.0001387445395578424,0.0004114319625671122,0.5178539500687143,0.00036045789269225313,0.0006250753912419529
0.175,0.025,0.008699058265387406,0.0011590162225886902,21.920835943320903,0.00017666169392534012,0.00015287838920501835,0.0004533443687598026,0.5706075207158386,0.0003725476041914469,0.000624931536178719
0.2,0.025,0.010037374921600855,0.0011590162225886902,21.335770056598356,0.00018639425221589437,0.00016752265073987336,0.0004967703463358038,0.6252661667845901,0.0003882909418573357,0.0006248562421663327
0.225,0.025,0.0113756915778143,0.0011590162225886902,20.842408474493368,0.00019537502364638869,0.00018100912092080542,0.0005367630185687202,0.6756034404382892,0.00040789763707451326,0.0006247928990185498
0.25,0.025,0.012714008234027747,0.0011590162225886902,20.465250978444963,0.00020365567665890758,0.00019279834283492928,0.0005717226841867321,0.7196058578013198,0.0004297787467359731,0.0006247314453352597
0.275,0.025,0.014052324890241196,0.0011590162225886902,20.216214372903426,0.00021127089249203343,0.0002028855971331536,0.0006016353484692912,0.7572558042448361,0.0004510884868643045,0.0006246776447677391
0.3,0.025,0.01539064154645464,0.0011590162225886902,20.093655360354887,0.00021822513644509473,0.00021146951999435881,0.0006270900455735184,0.7892946749270733,0.00046962913960087497,0.0006246357178887417
