band_361_meV,band_362_meV,band_363_meV,band_364_meV,band_365_meV,band_366_meV
-60.4001624154868,-51.25927883569117,-6.491610939614981,20.72584739009156,42.28644094577508,74.04359030561011
-61.136443209857134,-51.954467730666515,-6.5875256526287425,20.95869250720606,42.56288608400689,73.46966436019315
-61.88079535675203,-52.644026206412065,-6.683853903881771,21.189615765877686,42.842971266084525,72.85206228710142
-62.63313220237044,-53.32751248873731,-6.780433739016889,21.418114054570893,43.127028583176376,72.19872449949007
-63.39326857109823,-54.00451514880165,-6.877095383410384,21.643680093444537,43.41538771564179,71.51666862647316
-64.16090942931196,-54.67464940725925,-6.973660525145043,21.865803830009167,43.70837243812062,70.81202523316574
-64.93563707998383,-55.33755127158269,-7.06994165050556,22.08397406735426,44.00629671065542,70.09011674454622
-65.71689589993656,-55.99286938135057,-7.165741432759017,22.297680306768456,44.30946030877878,69.3555547753029
-66.50397319581654,-56.64025446143548,-7.260852175592499,22.506414781364562,44.61814392801472,68.61234062503692
-67.29597416874589,-57.27934628163195,-7.355055313056728,22.709674652324757,44.93260367123705,67.86396060546188
-68.0917881622219,-57.9097579859126,-7.448120968805875,22.906964334965373,45.253064785246416,67.11347239189813
