k1,k2,band,energy_meV
0.6,0.025,107,65.69753071642755
0.6,0.025,108,66.78726945780167
0.6,0.025,109,69.30975223554849
0.6,0.025,110,70.75460662645186
0.6,0.025,111,72.4449928025854
0.6,0.025,112,74.70522048322852
0.6,0.025,113,76.80303396348947
0.6,0.025,114,79.68124356309752
0.6,0.025,115,82.63225903109557
0.6,0.025,116,86.26677229131545
0.6,0.025,117,91.27354473818846
0.6,0.025,118,96.79130710543195
0.625,0.025,1,-93.60970800315785
0.625,0.025,2,-86.28354424758307
0.625,0.025,3,-81.21448750593298
0.625,0.025,4,-78.17362354525578
0.625,0.025,5,-74.86510415932823
0.625,0.025,6,-71.39882643778849
0.625,0.025,7,-69.26889626625736
0.625,0.025,8,-67.47011975849198
0.625,0.025,9,-63.08122791165455
0.625,0.025,10,-62.69864471742558
0.625,0.025,11,-60.76989677492456
0.625,0.025,12,-57.181895151508186
0.625,0.025,13,-55.55593740246455
0.625,0.025,14,-54.417057602998554
0.625,0.025,15,-51.43975733902441
0.625,0.025,16,-50.59627284735991
0.625,0.025,17,-49.02249122542561
0.625,0.025,18,-47.007608744325
0.625,0.025,19,-45.393081228763364
0.625,0.025,20,-45.07481963980224
0.625,0.025,21,-42.686957463805086
0.625,0.025,22,-41.593270202651
0.625,0.025,23,-41.32970553049542
0.625,0.025,24,-39.39625313966492
0.625,0.025,25,-38.73381599532637
0.625,0.025,26,-38.25454999381462
0.625,0.025,27,-36.871060640273804
0.625,0.025,28,-36.74224426047287
0.625,0.025,29,-36.54550812818006
0.625,0.025,30,-35.882401850346994
0.625,0.025,31,-34.203315892053425
0.625,0.025,32,-34.0958453062197
0.625,0.025,33,-31.619711422471923
0.625,0.025,34,-30.87446479785791
0.625,0.025,35,-28.861283333912155
0.625,0.025,36,-26.23051378141122
0.625,0.025,37,-25.560440983752827
0.625,0.025,38,-21.194729356723755
0.625,0.025,39,-21.06447067900666
0.625,0.025,40,-14.967275408303948
0.625,0.025,41,-7.807588037268431
0.625,0.025,42,-7.533745166609734
0.625,0.025,43,-5.90878465857439
0.625,0.025,44,-4.769044021551835
0.625,0.025,45,-4.246369565102071
0.625,0.025,46,-3.6821527346939433
0.625,0.025,47,-2.800825824830767
0.625,0.025,48,-2.1768487656367768
0.625,0.025,49,-1.286660342815594
0.625,0.025,50,-0.27711966352728723
0.625,0.025,51,0.83428265225308
0.625,0.025,52,2.0439258394142
0.625,0.025,53,3.3553795917010234
0.625,0.025,54,4.755290199798978
0.625,0.025,55,6.277946208076344
0.625,0.025,56,7.908060983129545
0.625,0.025,57,9.620521580296327
0.625,0.025,58,11.40961903479166
0.625,0.025,59,13.27175728680264
0.625,0.025,60,15.179064345283066
0.625,0.025,61,16.946563159336712
0.625,0.025,62,16.97221558300077
0.625,0.025,63,17.041966087938533
0.625,0.025,64,18.432640703109726
0.625,0.025,65,18.697962079055387
0.625,0.025,66,18.75104685818154
0.625,0.025,67,19.39671890614956
0.625,0.025,68,19.65625655026504
0.625,0.025,69,20.09487830928967
0.625,0.025,70,20.505697138464157
0.625,0.025,71,20.830858274840367
0.625,0.025,72,21.026546674547106
0.625,0.025,73,21.385073113813107
0.625,0.025,74,21.69445746963852
0.625,0.025,75,21.86029892096535
0.625,0.025,76,22.288649658692208
0.625,0.025,77,22.857774549680833
0.625,0.025,78,22.923157752940842
0.625,0.025,79,25.331491751706963
0.625,0.025,80,31.463557725205874
0.625,0.025,81,33.066550189612045
0.625,0.025,82,35.865961803960495
0.625,0.025,83,36.390670192614884
0.625,0.025,84,38.00588843057205
0.625,0.025,85,39.888507663537546
0.625,0.025,86,40.43222980797433
0.625,0.025,87,42.236725412571694
0.625,0.025,88,42.436952634221
0.625,0.025,89,43.79844076426038
0.625,0.025,90,45.26570897236074
0.625,0.025,91,45.45610867470522
0.625,0.025,92,46.99302563776549
0.625,0.025,93,47.48311499218395
0.625,0.025,94,47.84262745251069
0.625,0.025,95,49.723687268565904
0.625,0.025,96,50.52967964300624
0.625,0.025,97,50.90719437006772
0.625,0.025,98,51.16264735749561
0.625,0.025,99,52.88599350737817
0.625,0.025,100,53.284868420255904
0.625,0.025,101,53.57234153062294
0.625,0.025,102,54.51296912961968
0.625,0.025,103,56.79384160228582
0.625,0.025,104,59.0961041488664
0.625,0.025,105,61.583519491966236
0.625,0.025,106,64.17990932458441
0.625,0.025,107,65.49351897239703
0.625,0.025,108,67.02008005628453
0.625,0.025,109,69.4455974851523
0.625,0.025,110,70.33050468098719
0.625,0.025,111,72.88902867057499
0.625,0.025,112,74.35041622049712
0.625,0.025,113,76.9989382163558
0.625,0.025,114,79.59319404561137
0.625,0.025,115,82.66332231710047
0.625,0.025,116,86.25908866019924
0.625,0.025,117,91.27431600998067
0.625,0.025,118,96.79117223486945
0.65,0.025,1,-93.6142559454402
0.65,0.025,2,-86.28832725439334
0.65,0.025,3,-81.03695300542891
0.65,0.025,4,-78.58214320753665
0.65,0.025,5,-74.39425671196553
0.65,0.025,6,-71.23791215706079
0.65,0.025,7,-70.3089767806784
0.65,0.025,8,-66.10916795071792
0.65,0.025,9,-64.40520518270664
0.65,0.025,10,-62.609325924592454
0.65,0.025,11,-59.831690722804396
0.65,0.025,12,-57.485011990702404
0.65,0.025,13,-56.26628959580363
0.65,0.025,14,-53.42273649135707
0.65,0.025,15,-51.85428943249157
0.65,0.025,16,-50.89414349195205
0.65,0.025,17,-48.16944656750768
0.65,0.025,18,-47.60467361015195
0.65,0.025,19,-45.923555343248054
0.65,0.025,20,-44.07513747074806
0.65,0.025,21,-43.14005797845856
0.65,0.025,22,-42.08375034607646
0.65,0.025,23,-40.378489661198145
0.65,0.025,24,-39.86029258005074
0.65,0.025,25,-38.993720599486394
0.65,0.025,26,-37.698593821089034
0.65,0.025,27,-37.234611476680854
0.65,0.025,28,-36.829743747219496
0.65,0.025,29,-36.310587143485705
0.65,0.025,30,-35.9122530226645
0.65,0.025,31,-34.205879049158774
0.65,0.025,32,-34.09606845777896
0.65,0.025,33,-31.62136390619274
0.65,0.025,34,-30.873548282153067
0.65,0.025,35,-28.86048253820293
0.65,0.025,36,-26.230495972540183
0.65,0.025,37,-25.56080770271774
0.65,0.025,38,-21.194585704068743
0.65,0.025,39,-21.064642720846166
0.65,0.025,40,-14.967241889986042
0.65,0.025,41,-7.808937141643909
0.65,0.025,42,-7.5312612908559515
0.65,0.025,43,-5.919039647700316
0.65,0.025,44,-4.63634850842044
0.65,0.025,45,-4.454478545605028
0.65,0.025,46,-3.545333425332487
0.65,0.025,47,-2.8614823794406874
0.65,0.025,48,-2.1916327823853123
0.65,0.025,49,-1.2373031958110232
0.65,0.025,50,-0.3190486962775907
0.65,0.025,51,0.8600260077528645
0.65,0.025,52,2.026914603908594
0.65,0.025,53,3.367220983757946
0.65,0.025,54,4.748169843524906
0.65,0.025,55,6.280873130665796
0.65,0.025,56,7.907346020242315
0.65,0.025,57,9.620581490414438
0.65,0.025,58,11.40958154224434
0.65,0.025,59,13.271834079945094
0.65,0.025,60,15.179021146290637
0.65,0.025,61,16.944669109487442
0.65,0.025,62,16.97234148265875
0.65,0.025,63,17.044174013029117
0.65,0.025,64,18.428375015955126
0.65,0.025,65,18.69816473741188
0.65,0.025,66,18.75606539522531
0.65,0.025,67,19.398703459219135
0.65,0.025,68,19.646992203957566
0.65,0.025,69,20.11245038813165
0.65,0.025,70,20.486155821801773
0.65,0.025,71,20.811968789008944
0.65,0.025,72,21.091336972549485
0.65,0.025,73,21.32461631072458
0.65,0.025,74,21.74254145990433
0.65,0.025,75,21.833993145939473
0.65,0.025,76,22.28936030009271
0.65,0.025,77,22.85724008392155
0.65,0.025,78,22.92363962628052
0.65,0.025,79,25.3315511856334
0.65,0.025,80,31.463545919001803
0.65,0.025,81,33.06632113523406
0.65,0.025,82,35.865425130885065
0.65,0.025,83,36.39006981632284
0.65,0.025,84,38.00971714921508
0.65,0.025,85,39.87846377741814
0.65,0.025,86,40.4428386047988
0.65,0.025,87,42.2371220249079
0.65,0.025,88,42.446677647043636
0.65,0.025,89,43.74017332792696
0.65,0.025,90,45.276704569970335
0.65,0.025,91,45.61746783641028
0.65,0.025,92,46.846161585368115
0.65,0.025,93,47.07328023727057
0.65,0.025,94,48.66195289185316
0.65,0.025,95,49.33336785931592
0.65,0.025,96,50.10541555521822
0.65,0.025,97,50.987572633944254
0.65,0.025,98,51.83050793305337
0.65,0.025,99,52.532058043142754
0.65,0.025,100,53.14369982441399
0.65,0.025,101,53.67519388953234
0.65,0.025,102,54.58468730822102
0.65,0.025,103,56.79513880351243
0.65,0.025,104,59.09938712971893
0.65,0.025,105,61.56681849001188
0.65,0.025,106,64.15101753414118
0.65,0.025,107,65.69753071642802
0.65,0.025,108,66.78726945780258
0.65,0.025,109,69.30975223554746
0.65,0.025,110,70.75460662645149
0.65,0.025,111,72.44499280258499
0.65,0.025,112,74.70522048322998
0.65,0.025,113,76.80303396349034
0.65,0.025,114,79.68124356309778
0.65,0.025,115,82.63225903109638
0.65,0.025,116,86.26677229131573
0.65,0.025,117,91.27354473818859
0.65,0.025,118,96.79130710543213
0.675,0.025,1,-93.60970800315717
0.675,0.025,2,-86.28354424758338
0.675,0.025,3,-81.21448750593332
0.675,0.025,4,-78.17362354525555
0.675,0.025,5,-74.86510415932851
0.675,0.025,6,-71.39882643778868
0.675,0.025,7,-69.26889626625704
0.675,0.025,8,-67.47011975849124
0.675,0.025,9,-63.08122791165444
0.675,0.025,10,-62.698644717425694
0.675,0.025,11,-60.769896774924646
0.675,0.025,12,-57.1818951515081
0.675,0.025,13,-55.55593740246566
0.675,0.025,14,-54.41705760299864
0.675,0.025,15,-51.43975733902501
0.675,0.025,16,-50.59627284735926
0.675,0.025,17,-49.022491225426464
0.675,0.025,18,-47.00760874432483
0.675,0.025,19,-45.39308122876314
0.675,0.025,20,-45.07481963980173
0.675,0.025,21,-42.686957463805854
0.675,0.025,22,-41.59327020265148
0.675,0.025,23,-41.329705530495644
0.675,0.025,24,-39.39625313966398
0.675,0.025,25,-38.73381599532509
0.675,0.025,26,-38.25454999381411
0.675,0.025,27,-36.87106064027479
0.675,0.025,28,-36.74224426047365
0.675,0.025,29,-36.545508128179236
0.675,0.025,30,-35.88240185034685
0.675,0.025,31,-34.203315892053546
0.675,0.025,32,-34.09584530621989
0.675,0.025,33,-31.619711422472037
0.675,0.025,34,-30.87446479785838
0.675,0.025,35,-28.861283333912198
0.675,0.025,36,-26.230513781411105
0.675,0.025,37,-25.560440983752656
0.675,0.025,38,-21.194729356723784
0.675,0.025,39,-21.064470679006746
0.675,0.025,40,-14.967275408303706
0.675,0.025,41,-7.807588037268474
0.675,0.025,42,-7.5337451666097905
0.675,0.025,43,-5.908784658574405
0.675,0.025,44,-4.769044021551906
0.675,0.025,45,-4.246369565102043
0.675,0.025,46,-3.6821527346939433
0.675,0.025,47,-2.800825824830767
0.675,0.025,48,-2.1768487656367483
0.675,0.025,49,-1.2866603428156083
0.675,0.025,50,-0.2771196635272588
0.675,0.025,51,0.8342826522531084
0.675,0.025,52,2.043925839414271
0.675,0.025,53,3.355379591701066
0.675,0.025,54,4.755290199798935
0.675,0.025,55,6.277946208076358
0.675,0.025,56,7.908060983129502
0.675,0.025,57,9.620521580296312
0.675,0.025,58,11.409619034791532
0.675,0.025,59,13.271757286802426
0.675,0.025,60,15.17906434528308
0.675,0.025,61,16.946563159336694
0.675,0.025,62,16.97221558300083
0.675,0.025,63,17.041966087938494
0.675,0.025,64,18.43264070310967
0.675,0.025,65,18.697962079055696
0.675,0.025,66,18.7510468581816
0.675,0.025,67,19.396718906149715
0.675,0.025,68,19.656256550265184
0.675,0.025,69,20.09487830928977
0.675,0.025,70,20.505697138464086
0.675,0.025,71,20.830858274840452
0.675,0.025,72,21.026546674546978
0.675,0.025,73,21.385073113813945
0.675,0.025,74,21.69445746963899
0.675,0.025,75,21.860298920965278
0.675,0.025,76,22.28864965869208
0.675,0.025,77,22.85777454968085
0.675,0.025,78,22.923157752940387
0.675,0.025,79,25.331491751707603
0.675,0.025,80,31.463557725206144
0.675,0.025,81,33.06655018961226
0.675,0.025,82,35.86596180395982
0.675,0.025,83,36.39067019261429
0.675,0.025,84,38.00588843057232
0.675,0.025,85,39.88850766353801
0.675,0.025,86,40.43222980797593
0.675,0.025,87,42.23672541257203
0.675,0.025,88,42.43695263422367
0.675,0.025,89,43.79844076425968
0.675,0.025,90,45.26570897235961
0.675,0.025,91,45.45610867470445
0.675,0.025,92,46.99302563776223
0.675,0.025,93,47.48311499218389
0.675,0.025,94,47.842627452510065
0.675,0.025,95,49.72368726856607
0.675,0.025,96,50.52967964300648
0.675,0.025,97,50.9071943700676
0.675,0.025,98,51.1626473574956
0.675,0.025,99,52.88599350737776
0.675,0.025,100,53.28486842025575
0.675,0.025,101,53.57234153062262
0.675,0.025,102,54.5129691296209
0.675,0.025,103,56.7938416022856
0.675,0.025,104,59.09610414886609
0.675,0.025,105,61.58351949196519
0.675,0.025,106,64.17990932458352
0.675,0.025,107,65.49351897239583
0.675,0.025,108,67.02008005628551
0.675,0.025,109,69.4455974851524
0.675,0.025,110,70.33050468098617
0.675,0.025,111,72.88902867057463
0.675,0.025,112,74.35041622049692
0.675,0.025,113,76.99893821635564
0.675,0.025,114,79.59319404561093
0.675,0.025,115,82.66332231710078
0.675,0.025,116,86.25908866019765
0.675,0.025,117,91.27431600997977
0.675,0.025,118,96.79117223486932
0.7,0.025,1,-93.61425594544004
0.7,0.025,2,-86.28832725439345
0.7,0.025,3,-81.03695300542857
0.7,0.025,4,-78.58214320753682
0.7,0.025,5,-74.39425671196564
0.7,0.025,6,-71.23791215706053
0.7,0.025,7,-70.30897678067804
0.7,0.025,8,-66.10916795071772
0.7,0.025,9,-64.40520518270706
0.7,0.025,10,-62.60932592459223
0.7,0.025,11,-59.83169072280451
0.7,0.025,12,-57.4850119907028
0.7,0.025,13,-56.266289595803485
0.7,0.025,14,-53.42273649135679
0.7,0.025,15,-51.85428943249208
0.7,0.025,16,-50.89414349195174
0.7,0.025,17,-48.16944656750802
0.7,0.025,18,-47.60467361015192
0.7,0.025,19,-45.92355534324899
0.7,0.025,20,-44.07513747074783
0.7,0.025,21,-43.140057978458955
0.7,0.025,22,-42.08375034607691
0.7,0.025,23,-40.37848966119792
0.7,0.025,24,-39.86029258005071
0.7,0.025,25,-38.99372059948648
0.7,0.025,26,-37.69859382108875
0.7,0.025,27,-37.23461147668077
0.7,0.025,28,-36.82974374721978
0.7,0.025,29,-36.31058714348542
0.7,0.025,30,-35.91225302266504
0.7,0.025,31,-34.20587904915841
0.7,0.025,32,-34.096068457778884
0.7,0.025,33,-31.6213639061926
0.7,0.025,34,-30.87354828215274
0.7,0.025,35,-28.860482538202703
0.7,0.025,36,-26.230495972540382
0.7,0.025,37,-25.56080770271764
0.7,0.025,38,-21.194585704068615
0.7,0.025,39,-21.064642720846294
0.7,0.025,40,-14.967241889986042
0.7,0.025,41,-7.808937141643739
0.7,0.025,42,-7.531261290855966
0.7,0.025,43,-5.919039647700274
0.7,0.025,44,-4.636348508420426
0.7,0.025,45,-4.45447854560507
0.7,0.025,46,-3.5453334253325437
0.7,0.025,47,-2.8614823794406306
0.7,0.025,48,-2.191632782385298
0.7,0.025,49,-1.2373031958110232
0.7,0.025,50,-0.3190486962775907
0.7,0.025,51,0.8600260077528645
0.7,0.025,52,2.0269146039086223
0.7,0.025,53,3.3672209837580027
0.7,0.025,54,4.748169843524892
0.7,0.025,55,6.280873130665924
0.7,0.025,56,7.9073460202424
0.7,0.025,57,9.62058149041441
0.7,0.025,58,11.409581542244368
0.7,0.025,59,13.27183407994518
0.7,0.025,60,15.179021146290594
0.7,0.025,61,16.944669109487343
0.7,0.025,62,16.972341482658614
0.7,0.025,63,17.044174013028996
0.7,0.025,64,18.428375015955083
0.7,0.025,65,18.698164737411815
0.7,0.025,66,18.756065395225278
0.7,0.025,67,19.39870345921898
0.7,0.025,68,19.646992203957566
0.7,0.025,69,20.11245038813162
0.7,0.025,70,20.486155821801688
0.7,0.025,71,20.811968789008716
0.7,0.025,72,21.09133697254954
0.7,0.025,73,21.32461631072495
0.7,0.025,74,21.742541459904515
0.7,0.025,75,21.833993145939047
0.7,0.025,76,22.289360300092568
0.7,0.025,77,22.85724008392146
0.7,0.025,78,22.92363962628065
0.7,0.025,79,25.33155118563336
0.7,0.025,80,31.463545919001163
0.7,0.025,81,33.06632113523376
0.7,0.025,82,35.86542513088474
0.7,0.025,83,36.39006981632315
0.7,0.025,84,38.00971714921433
0.7,0.025,85,39.8784637774177
0.7,0.025,86,40.44283860479869
0.7,0.025,87,42.237122024908224
0.7,0.025,88,42.446677647044034
0.7,0.025,89,43.74017332792673
0.7,0.025,90,45.27670456997029
0.7,0.025,91,45.617467836409716
0.7,0.025,92,46.84616158536861
0.7,0.025,93,47.0732802372706
0.7,0.025,94,48.66195289185348
0.7,0.025,95,49.333367859315665
0.7,0.025,96,50.10541555521883
0.7,0.025,97,50.987572633944126
0.7,0.025,98,51.83050793305295
0.7,0.025,99,52.532058043142975
0.7,0.025,100,53.143699824414405
0.7,0.025,101,53.67519388953345
0.7,0.025,102,54.58468730822124
0.7,0.025,103,56.795138803512714
0.7,0.025,104,59.0993871297191
0.7,0.025,105,61.56681849001141
0.7,0.025,106,64.15101753414301
0.7,0.025,107,65.6975307164286
0.7,0.025,108,66.78726945780218
0.7,0.025,109,69.30975223554768
0.7,0.025,110,70.75460662645132
0.7,0.025,111,72.44499280258539
0.7,0.025,112,74.70522048323016
0.7,0.025,113,76.80303396348987
0.7,0.025,114,79.6812435630975
0.7,0.025,115,82.63225903109623
0.7,0.025,116,86.26677229131599
0.7,0.025,117,91.27354473818849
0.7,0.025,118,96.79130710543221
0.725,0.025,1,-93.60970800315722
0.725,0.025,2,-86.28354424758236
0.725,0.025,3,-81.21448750593392
0.725,0.025,4,-78.17362354525518
0.725,0.025,5,-74.86510415932845
0.725,0.025,6,-71.39882643778877
0.725,0.025,7,-69.2688962662575
0.725,0.025,8,-67.47011975849183
0.725,0.025,9,-63.08122791165438
0.725,0.025,10,-62.698644717426006
0.725,0.025,11,-60.76989677492476
0.725,0.025,12,-57.18189515150756
0.725,0.025,13,-55.555937402465915
0.725,0.025,14,-54.41705760299858
0.725,0.025,15,-51.43975733902529
0.725,0.025,16,-50.59627284735994
0.725,0.025,17,-49.022491225426435
0.725,0.025,18,-47.00760874432483
0.725,0.025,19,-45.393081228762654
0.725,0.025,20,-45.07481963980153
0.725,0.025,21,-42.68695746380605
0.725,0.025,22,-41.5932702026514
0.725,0.025,23,-41.3297055304961
0.725,0.025,24,-39.39625313966384
0.725,0.025,25,-38.73381599532543
0.725,0.025,26,-38.254549993813825
0.725,0.025,27,-36.87106064027424
0.725,0.025,28,-36.742244260473434
0.725,0.025,29,-36.54550812817952
0.725,0.025,30,-35.88240185034671
0.725,0.025,31,-34.20331589205297
0.725,0.025,32,-34.09584530621932
0.725,0.025,33,-31.61971142247178
0.725,0.025,34,-30.874464797857826
0.725,0.025,35,-28.86128333391224
0.725,0.025,36,-26.230513781410977
0.725,0.025,37,-25.5604409837526
0.725,0.025,38,-21.194729356723656
0.725,0.025,39,-21.064470679006618
0.725,0.025,40,-14.967275408303692
0.725,0.025,41,-7.807588037268374
0.725,0.025,42,-7.533745166609748
0.725,0.025,43,-5.908784658574405
0.725,0.025,44,-4.769044021551849
0.725,0.025,45,-4.246369565101958
0.725,0.025,46,-3.6821527346939718
0.725,0.025,47,-2.8008258248307953
0.725,0.025,48,-2.1768487656367626
0.725,0.025,49,-1.286660342815651
0.725,0.025,50,-0.277119663527273
0.725,0.025,51,0.8342826522530942
0.725,0.025,52,2.0439258394142854
0.725,0.025,53,3.355379591701066
0.725,0.025,54,4.755290199798964
0.725,0.025,55,6.277946208076358
0.725,0.025,56,7.908060983129587
0.725,0.025,57,9.62052158029627
0.725,0.025,58,11.409619034791703
0.725,0.025,59,13.271757286802668
0.725,0.025,60,15.179064345283223
0.725,0.025,61,16.94656315933663
0.725,0.025,62,16.97221558300062
0.725,0.025,63,17.04196608793835
0.725,0.025,64,18.432640703109612
0.725,0.025,65,18.697962079055475
0.725,0.025,66,18.75104685818149
0.725,0.025,67,19.396718906149403
0.725,0.025,68,19.656256550265084
0.725,0.025,69,20.094878309289754
0.725,0.025,70,20.505697138464228
0.725,0.025,71,20.830858274840523
0.725,0.025,72,21.02654667454719
0.725,0.025,73,21.38507311381389
0.725,0.025,74,21.694457469639303
0.725,0.025,75,21.86029892096552
0.725,0.025,76,22.288649658692336
0.725,0.025,77,22.85777454968097
0.725,0.025,78,22.92315775294063
0.725,0.025,79,25.331491751707375
0.725,0.025,80,31.463557725205973
0.725,0.025,81,33.06655018961211
0.725,0.025,82,35.865961803959806
0.725,0.025,83,36.39067019261458
0.725,0.025,84,38.00588843057191
0.725,0.025,85,39.888507663537894
0.725,0.025,86,40.43222980797512
0.725,0.025,87,42.23672541257236
0.725,0.025,88,42.43695263422269
0.725,0.025,89,43.79844076425941
0.725,0.025,90,45.26570897236025
0.725,0.025,91,45.456108674704396
0.725,0.025,92,46.9930256377627
0.725,0.025,93,47.48311499218369
0.725,0.025,94,47.84262745251031
0.725,0.025,95,49.72368726856666
0.725,0.025,96,50.529679643006894
0.725,0.025,97,50.907194370067955
0.725,0.025,98,51.162647357496226
0.725,0.025,99,52.88599350737813
0.725,0.025,100,53.28486842025624
0.725,0.025,101,53.57234153062327
0.725,0.025,102,54.51296912962131
0.725,0.025,103,56.793841602285696
0.725,0.025,104,59.09610414886644
0.725,0.025,105,61.58351949196443
0.725,0.025,106,64.17990932458383
0.725,0.025,107,65.49351897239706
0.725,0.025,108,67.02008005628605
0.725,0.025,109,69.44559748515245
0.725,0.025,110,70.33050468098655
0.725,0.025,111,72.88902867057455
0.725,0.025,112,74.3504162204964
0.725,0.025,113,76.99893821635511
0.725,0.025,114,79.59319404561187
0.725,0.025,115,82.66332231710126
0.725,0.025,116,86.25908866019812
0.725,0.025,117,91.27431600997956
0.725,0.025,118,96.79117223486945
0.75,0.025,1,-93.61425594543972
0.75,0.025,2,-86.28832725439302
0.75,0.025,3,-81.03695300542894
0.75,0.025,4,-78.58214320753645
0.75,0.025,5,-74.39425671196567
0.75,0.025,6,-71.23791215706008
0.75,0.025,7,-70.30897678067781
0.75,0.025,8,-66.10916795071763
0.75,0.025,9,-64.40520518270758
0.75,0.025,10,-62.609325924592085
0.75,0.025,11,-59.83169072280431
0.75,0.025,12,-57.485011990702546
0.75,0.025,13,-56.26628959580397
0.75,0.025,14,-53.42273649135616
0.75,0.025,15,-51.854289432492536
0.75,0.025,16,-50.89414349195151
0.75,0.025,17,-48.16944656750785
0.75,0.025,18,-47.60467361015192
0.75,0.025,19,-45.92355534324905
0.75,0.025,20,-44.07513747074718
0.75,0.025,21,-43.14005797845856
0.75,0.025,22,-42.08375034607646
0.75,0.025,23,-40.37848966119772
0.75,0.025,24,-39.86029258005003
0.75,0.025,25,-38.99372059948651
0.75,0.025,26,-37.69859382108855
0.75,0.025,27,-37.23461147668091
0.75,0.025,28,-36.82974374721992
0.75,0.025,29,-36.31058714348582
0.75,0.025,30,-35.91225302266456
0.75,0.025,31,-34.205879049158334
0.75,0.025,32,-34.09606845777876
0.75,0.025,33,-31.62136390619257
0.75,0.025,34,-30.87354828215301
0.75,0.025,35,-28.86048253820269
0.75,0.025,36,-26.230495972540638
0.75,0.025,37,-25.560807702717668
0.75,0.025,38,-21.1945857040689
0.75,0.025,39,-21.064642720846052
0.75,0.025,40,-14.967241889986227
0.75,0.025,41,-7.808937141643682
0.75,0.025,42,-7.531261290855824
0.75,0.025,43,-5.919039647700316
0.75,0.025,44,-4.636348508420511
0.75,0.025,45,-4.454478545605099
0.75,0.025,46,-3.545333425332558
0.75,0.025,47,-2.861482379440659
0.75,0.025,48,-2.1916327823852697
0.75,0.025,49,-1.2373031958110516
0.75,0.025,50,-0.3190486962775765
0.75,0.025,51,0.8600260077528361
0.75,0.025,52,2.0269146039086365
0.75,0.025,53,3.3672209837579317
0.75,0.025,54,4.748169843524835
0.75,0.025,55,6.280873130665896
0.75,0.025,56,7.907346020242329
0.75,0.025,57,9.620581490414366
0.75,0.025,58,11.409581542244496
0.75,0.025,59,13.27183407994508
0.75,0.025,60,15.179021146290665
0.75,0.025,61,16.944669109487435
0.75,0.025,62,16.972341482658976
0.75,0.025,63,17.04417401302923
0.75,0.025,64,18.42837501595524
0.75,0.025,65,18.698164737411787
0.75,0.025,66,18.756065395225477
0.75,0.025,67,19.398703459219007
0.75,0.025,68,19.646992203957282
0.75,0.025,69,20.11245038813159
0.75,0.025,70,20.486155821801475
0.75,0.025,71,20.811968789009242
0.75,0.025,72,21.0913369725495
0.75,0.025,73,21.324616310725176
0.75,0.025,74,21.742541459904416
0.75,0.025,75,21.83399314593916
0.75,0.025,76,22.289360300092582
0.75,0.025,77,22.857240083921276
0.75,0.025,78,22.923639626280742
0.75,0.025,79,25.3315511856335
0.75,0.025,80,31.463545919001604
0.75,0.025,81,33.066321135234126
0.75,0.025,82,35.86542513088475
0.75,0.025,83,36.39006981632225
0.75,0.025,84,38.009717149214026
0.75,0.025,85,39.87846377741757
0.75,0.025,86,40.44283860479849
0.75,0.025,87,42.23712202490762
0.75,0.025,88,42.4466776470435
0.75,0.025,89,43.740173327927465
0.75,0.025,90,45.27670456997027
0.75,0.025,91,45.617467836409645
0.75,0.025,92,46.846161585368876
0.75,0.025,93,47.073280237270595
0.75,0.025,94,48.66195289185374
0.75,0.025,95,49.333367859315565
0.75,0.025,96,50.105415555218634
0.75,0.025,97,50.9875726339436
0.75,0.025,98,51.830507933053056
0.75,0.025,99,52.53205804314299
0.75,0.025,100,53.14369982441444
0.75,0.025,101,53.67519388953453
0.75,0.025,102,54.58468730822233
0.75,0.025,103,56.795138803512444
0.75,0.025,104,59.09938712971896
0.75,0.025,105,61.566818490012025
0.75,0.025,106,64.1510175341414
0.75,0.025,107,65.69753071642856
0.75,0.025,108,66.78726945780264
0.75,0.025,109,69.30975223554816
0.75,0.025,110,70.7546066264515
0.75,0.025,111,72.44499280258566
0.75,0.025,112,74.7052204832296
0.75,0.025,113,76.8030339634893
0.75,0.025,114,79.68124356309784
0.75,0.025,115,82.63225903109607
0.75,0.025,116,86.26677229131634
0.75,0.025,117,91.27354473818848
0.75,0.025,118,96.79130710543213
0.775,0.025,1,-93.60970800315765
0.775,0.025,2,-86.28354424758261
0.775,0.025,3,-81.21448750593306
0.775,0.025,4,-78.17362354525552
0.775,0.025,5,-74.86510415932845
0.775,0.025,6,-71.3988264377884
0.775,0.025,7,-69.26889626625653
0.775,0.025,8,-67.47011975849186
0.775,0.025,9,-63.08122791165441
0.775,0.025,10,-62.69864471742564
0.775,0.025,11,-60.76989677492459
0.775,0.025,12,-57.181895151507675
0.775,0.025,13,-55.55593740246509
0.775,0.025,14,-54.41705760299841
0.775,0.025,15,-51.43975733902518
0.775,0.025,16,-50.59627284736008
0.775,0.025,17,-49.022491225426805
0.775,0.025,18,-47.00760874432585
0.775,0.025,19,-45.39308122876325
0.775,0.025,20,-45.07481963980182
0.775,0.025,21,-42.68695746380597
0.775,0.025,22,-41.59327020265091
0.775,0.025,23,-41.32970553049587
0.775,0.025,24,-39.39625313966407
0.775,0.025,25,-38.733815995325315
0.775,0.025,26,-38.25454999381459
0.775,0.025,27,-36.871060640274735
0.775,0.025,28,-36.742244260473406
0.775,0.025,29,-36.54550812817949
0.775,0.025,30,-35.88240185034702
0.775,0.025,31,-34.20331589205323
0.775,0.025,32,-34.09584530621927
0.775,0.025,33,-31.619711422471894
0.775,0.025,34,-30.87446479785808
0.775,0.025,35,-28.861283333912354
0.775,0.025,36,-26.230513781411005
