k1,k2,berry_curvature,ideal_g_xx,ideal_g_yy,ideal_g_xy,residual_g_xx,residual_g_yy,residual_g_xy,residual_trace,intrinsic_g_xx,intrinsic_g_yy,intrinsic_g_xy,intrinsic_trace,trace_excess
0.3,0.025,50487.63709053122,25243.81854526561,25243.81854526561,0.0,0.01593991735274315,2.903751552729652,0.3969344553988681,2.919691470082395,25243.834485182964,25246.72229681834,0.3969344553988681,50490.5567820013,2.919691470082395
0.325,0.025,50503.63646884003,25251.818234420014,25251.818234420014,0.0,1.2923626135088526,0.16101413245939236,0.5095125144072742,1.453376745968245,25253.110597033523,25251.979248552474,0.5095125144072742,50505.08984558599,1.453376745968245
0.35,0.025,50487.63709051832,25243.81854525916,25243.81854525916,0.0,0.015939917228771475,2.903751552688328,0.39693445532729305,2.9196914699170997,25243.83448517639,25246.722296811848,0.39693445532729305,50490.55678198824,2.9196914699170997
0.375,0.025,50503.63646883228,25251.81823441614,25251.81823441614,0.0,1.2923626137567958,0.1610141346082347,0.5095125152661752,1.4533767483650306,25253.110597029896,25251.97924855075,0.5095125152661752,50505.089845580645,1.4533767483650306
0.4,0.025,50487.63709053534,25243.81854526767,25243.81854526767,0.0,0.015939916918842296,2.9037515530395814,0.39693445525571797,2.9196914699584235,25243.83448518459,25246.72229682071,0.39693445525571797,50490.5567820053,2.9196914699584235
0.425,0.025,50503.63646884106,25251.81823442053,25251.81823442053,0.0,1.292362614128711,0.16101413398837633,0.5095125153377503,1.4533767481170874,25253.110597034658,25251.97924855452,0.5095125153377503,50505.08984558918,1.4533767481170874
0.45,0.025,50487.63709053342,25243.81854526671,25243.81854526671,0.0,0.01593991772465816,2.9037515556223243,0.396934456651432,2.9196914733469823,25243.834485184434,25246.722296822332,0.396934456651432,50490.556782006766,2.9196914733469823
0.475,0.025,50503.636468835255,25251.818234417628,25251.818234417628,0.0,1.2923626138807676,0.16101413353381352,0.5095125148725121,1.4533767474145811,25253.110597031507,25251.97924855116,0.5095125148725121,50505.08984558267,1.4533767474145811
0.5,0.025,50487.63709052528,25243.81854526264,25243.81854526264,0.0,0.015939917228771475,2.903751553060243,0.39693445543465566,2.9196914702890147,25243.83448517987,25246.7222968157,0.39693445543465566,50490.55678199557,2.9196914702890147
0.525,0.025,50503.636468827586,25251.818234413793,25251.818234413793,0.0,1.2923626138807676,0.1610141340297002,0.5095125153735377,1.4533767479104678,25253.110597027673,25251.97924854782,0.5095125153735377,50505.089845575494,1.4533767479104678
0.55,0.025,50487.637090526354,25243.818545263177,25243.818545263177,0.0,0.015939916794870623,2.90375155345282,0.3969344553630806,2.919691470247691,25243.83448517997,25246.722296816628,0.3969344553630806,50490.5567819966,2.919691470247691
0.575,0.025,50503.63646884617,25251.818234423085,25251.818234423085,0.0,1.292362614562612,0.1610141337610948,0.5095125155524755,1.4533767483237068,25253.11059703765,25251.979248556847,0.5095125155524755,50505.08984559449,1.4533767483237068
0.6,0.025,50487.63709051312,25243.81854525656,25243.81854525656,0.0,0.015939917228771475,2.903751554217312,0.39693445586410614,2.9196914714460833,25243.83448517379,25246.722296810778,0.39693445586410614,50490.55678198457,2.9196914714460833
0.625,0.025,50503.63646884025,25251.818234420123,25251.818234420123,0.0,1.2923626138807676,0.16101413328587016,0.5095125150872374,1.4533767471666377,25253.110597034003,25251.97924855341,0.5095125150872374,50505.08984558741,1.4533767471666377
0.65,0.025,50487.63709054417,25243.818545272086,25243.818545272086,0.0,0.01593991698082813,2.903751553184215,0.3969344553988681,2.919691470165043,25243.83448518907,25246.72229682527,0.3969344553988681,50490.55678201434,2.919691470165043
0.675,0.025,50503.63646882256,25251.81823441128,25251.81823441128,0.0,1.2923626143766542,0.16101413332719397,0.5095125154093253,1.4533767477038482,25253.110597025658,25251.979248544605,0.5095125154093253,50505.08984557026,1.4533767477038482
0.7,0.025,50487.637090545424,25243.818545272712,25243.818545272712,0.0,0.015939917476714822,2.903751553308186,0.3969344556493809,2.919691470784901,25243.83448519019,25246.72229682602,0.3969344556493809,50490.55678201621,2.919691470784901
0.725,0.025,50503.63646880579,25251.818234402894,25251.818234402894,0.0,1.2923626138807676,0.16101413436029136,0.5095125155166879,1.453376748241059,25253.110597016774,25251.979248537253,0.5095125155166879,50505.08984555403,1.453376748241059
0.75,0.025,50487.63709053436,25243.81854526718,25243.81854526718,0.0,0.015939916918842296,2.9037515519238366,0.39693445479047995,2.9196914688426787,25243.8344851841,25246.7222968191,0.39693445479047995,50490.5567820032,2.9196914688426787
0.775,0.025,50503.63646882725,25251.818234413626,25251.818234413626,0.0,1.292362613384881,0.16101413274865956,0.5095125144788494,1.4533767461335405,25253.11059702701,25251.979248546373,0.5095125144788494,50505.089845573384,1.4533767461335405
0.8,0.025,50487.63709053587,25243.818545267935,25243.818545267935,0.0,0.01593991735274315,2.903751553308186,0.3969344555420183,2.919691470660929,25243.83448518529,25246.722296821245,0.3969344555420183,50490.55678200653,2.919691470660929
0.825,0.025,50503.63646881906,25251.81823440953,25251.81823440953,0.0,1.2923626146245977,0.1610141343189674,0.5095125159103508,1.4533767489435652,25253.110597024155,25251.97924854385,0.5095125159103508,50505.089845568,1.4533767489435652
0.85,0.025,50487.637090544806,25243.818545272403,25243.818545272403,0.0,0.01593991741472898,2.903751553370172,0.3969344554704432,2.919691470784901,25243.83448518982,25246.722296825774,0.3969344554704432,50490.55678201559,2.919691470784901
0.875,0.025,50503.636468833894,25251.818234416947,25251.818234416947,0.0,1.2923626136328241,0.16101413382308072,0.5095125149082997,1.4533767474559047,25253.11059703058,25251.97924855077,0.5095125149082997,50505.08984558135,1.4533767474559047
0.9,0.025,50487.63709052134,25243.81854526067,25243.81854526067,0.0,0.015939917476714822,2.903751553762749,0.3969344558998937,2.919691471239464,25243.834485178148,25246.722296814434,0.3969344558998937,50490.55678199258,2.919691471239464
0.925,0.025,50503.63646885103,25251.818234425515,25251.818234425515,0.0,1.2923626142526825,0.161014134112348,0.5095125153377502,1.4533767483650304,25253.110597039766,25251.979248559626,0.5095125153377502,50505.089845599396,1.4533767483650304
0.95,0.025,50487.637090516546,25243.818545258273,25243.818545258273,0.0,0.015939917042813966,2.90375155419665,0.39693445579253106,2.919691471239464,25243.834485175317,25246.72229681247,0.39693445579253106,50490.55678198778,2.919691471239464
0.975,0.025,50503.63646884695,25251.818234423474,25251.818234423474,0.0,1.2923626143146685,0.16101413338917983,0.5095125153019627,1.4533767477038484,25253.110597037787,25251.97924855686,0.5095125153019627,50505.08984559465,1.4533767477038484
